id,domain,taskId,topic,question,answerA,answerB,answerC,answerD,correctAnswer,answerIndex,rationale,difficulty,source,chapter,sourceItemId,status,coachBob,release,questionType,cognitiveLevel,studyRedirect,sourceUrl,integrationRelease,integrationDecision,appAction,contentHash,userApprovedForStaging,approvalRelease,priorStatus,reviewNotes
RPSGT-B3-C127,4,4A,Nasal congestion during titration,A patient develops nasal congestion on a nasal interface and starts mouth breathing. What is the best action?,Increase CPAP until the nose opens.,Ignore the congestion because events are improving.,"Assess humidification, interface fit/type, and comfort measures allowed by protocol.",Tell the patient to remove PAP for the night.,C,2,Congestion can worsen mouth leak and intolerance. Interface and humidification troubleshooting are appropriate.,Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C127,Live,The nose can become the bottleneck.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4A: nasal symptoms and PAP tolerance.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,25f5be9d35a9d668,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C128,4,4A,Awake anxiety vs sleep events,A patient has irregular breathing while awake and anxious during PAP acclimation. What is the best scoring/titration decision?,Increase pressure for every awake irregular breath.,Score awake anxiety breathing as central apnea.,End the study because anxiety proves PAP failure.,Focus on acclimation and do not treat awake irregular breathing as sleep-disordered events.,D,3,Awake breathing irregularity during anxiety is not the same as sleep respiratory events. Acclimation is the priority.,Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C128,Live,Do not titrate panic as if it were sleep apnea.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4A/3A: awake vs sleep PAP assessment.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,a2fe01cebc0860cd,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C129,4,4A,Residual snoring,"On CPAP, snoring persists but apneas are reduced and leak is acceptable. What is the best protocol-based response?",Consider pressure adjustment for snoring according to titration guidelines and document response.,Ignore snoring because only apnea matters.,Add oxygen for snoring.,Score snoring as central apnea.,A,0,Snoring can indicate residual obstruction and may guide CPAP titration under protocol.,Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C129,Live,"Snoring is an airway clue, not background music.",v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4A: titration response to snoring.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,4d1ed4fbe3c781d3,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C130,4,4A,Backup rate concept,A patient on bilevel with backup rate has central events when spontaneous breathing drops. What is the best concept to understand?,Backup rate treats mask leak only.,"Backup rate can provide timed breaths when spontaneous effort is insufficient, according to mode settings and protocol.",Backup rate lowers oxygen concentration.,Backup rate is the same as ramp.,B,1,A backup rate supports ventilation when spontaneous breaths are inadequate in applicable modes.,Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C130,Live,Know what the mode is designed to do before you judge it.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4A: bilevel/NIPPV mode concepts.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,44ae7cc601d5a713,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C131,4,4A,Skin breakdown,"During PAP titration, the mask causes redness and pressure on the nasal bridge. What is the best response?",Tighten the mask because redness proves a good seal.,Ignore skin injury if leak is low.,"Reassess fit, adjust or change interface/protection per protocol, and document skin concerns.",Stop documenting skin findings during titration.,C,2,Effective therapy should not create preventable injury. Interface fit and skin protection matter.,Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C131,Live,A good seal should not cost the patient their skin.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4A: interface fit and skin integrity.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,800951de205914e4,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C132,4,4A,Patient removes mask,A patient removes the PAP mask during sleep and respiratory events return. What is the best action?,Leave the mask off and score the rest as untreated without notation.,Increase pressure before replacing the mask.,Restrict the patient's hands.,"Safely reorient the patient, reassess comfort/leak, resume therapy if tolerated, and document the removal.",D,3,"Mask removal may reflect discomfort, leak, or arousal. The technologist supports therapy and documents interruption.",Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C132,Live,"When the mask comes off, ask why before it happens again.",v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4A: PAP tolerance and documentation.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,a1194511a9ccc4b0,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C133,4,4A,Pressure increases causing arousals,"Each rapid pressure increase is followed by arousal and mask intolerance, while events are mild. What is the best titration approach?","Use protocol-based, patient-tolerated adjustments and document arousal/intolerance response.",Increase pressure more aggressively to finish faster.,Ignore arousals because pressure matters most.,Stop scoring sleep once PAP begins.,A,0,Titration balances event control with sleep continuity and tolerance. Overly aggressive changes can fragment sleep.,Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C133,Live,You are not just chasing numbers; you are treating a sleeping patient.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4A: titration technique and tolerance.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,483ff865ae638885,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C134,4,4A,EPAP/IPAP reasoning,"On bilevel therapy, obstructive apneas persist while ventilation appears otherwise adequate. What is the best conceptual focus?",Increase only pressure support because apneas are obstructive.,Evaluate EPAP-related airway splinting needs according to protocol.,Lower EPAP to improve comfort regardless of obstruction.,Add oxygen before checking airway support.,B,1,"EPAP primarily helps maintain airway patency for obstructive apneas, while pressure support affects ventilation.",Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C134,Live,Know which pressure does which job.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4A: bilevel pressure roles.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,09f5134990a3374a,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C135,4,4A,Pressure support reasoning,A bilevel patient has adequate obstruction control but persistent low ventilation/CO2 concern under protocol. What is the best conceptual focus?,Increase EPAP only because all PAP changes are the same.,Ignore CO2 because obstruction is controlled.,Evaluate pressure support or ventilatory support settings according to order and protocol.,Score CO2 elevation as mask leak.,C,2,"Pressure support can affect ventilation, while EPAP treats obstruction. The correct response depends on the problem.",Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C135,Live,Obstruction and ventilation are different targets.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4A: bilevel ventilation concepts.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,d52065a67802860d,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C136,4,4A,Final pressure documentation,"At the end of titration, two pressures look successful, but one was tested only during wake and the other during REM supine sleep. What is the best documentation focus?",Report only the highest pressure.,Report only the pressure the patient liked while awake.,Delete pressures that did not include REM.,"Document sleep stage, position, time, leak, and residual events for each pressure so the interpreting provider can judge adequacy.",D,3,"Titration adequacy depends on stage, position, time, leak, and events. Documentation should preserve the context.",Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C136,Live,Final pressure is not just a number; it is a story with conditions.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4A/3C: titration documentation.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,1837d4d3003f66e4,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C137,4,4B,Oral appliance candidacy,A patient asks about oral appliance therapy after struggling with CPAP. What is the best technologist response?,Explain that oral appliances may be an option for selected patients and should be discussed with the sleep provider/dental specialist.,Tell them to buy any online mouthpiece.,Tell them oral appliances work for every severity and patient.,Adjust the dental device during the PSG.,A,0,"The technologist can provide general education and route the patient to appropriate clinical evaluation, not prescribe or fit the device.",Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C137,Live,Alternatives still need the right patient and the right professional.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4B: oral appliance therapy.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,ec56922f46e0b345,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C138,4,4B,Positional therapy,"A PSG shows events mostly when the patient is supine, with fewer events lateral. What is the best alternative-therapy education point?",Tell the patient to use positional therapy instead of any prescribed treatment.,Positional therapy may be considered as part of the treatment discussion if clinically appropriate.,Ignore position because AHI is the only data point.,Diagnose positional OSA without provider review.,B,1,Position dependence can be clinically relevant. Treatment recommendations require provider interpretation.,Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C138,Live,"Position is a clue, not a prescription by itself.",v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4B: positional therapy.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,775e9797a17d7d46,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C139,4,4B,Pediatric surgical option,A caregiver asks whether tonsil surgery might help a child with suspected OSA. What is the best response?,Tell the caregiver surgery is guaranteed to cure the child.,Advise scheduling surgery before results are interpreted.,"Explain that adenotonsillectomy is a possible pediatric treatment consideration, but the provider determines appropriateness.",Say surgery is never used for pediatric OSA.,C,2,"Pediatric OSA treatment may include adenotonsillectomy, but suitability and risk are determined clinically.",Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C139,Live,Teach the general category and redirect treatment decisions to the appropriate provider.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4B: pediatric surgical options.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,a040d43a2dc6ad25,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C140,4,4B,Hypoglossal nerve stimulation,A patient asks if an implant can replace PAP. What is the best education within scope?,Tell every PAP-intolerant patient they qualify.,Program the implant during PSG without training or order.,Say implants are unrelated to sleep apnea.,Explain that upper-airway stimulation is an option for selected patients who meet specific criteria and requires specialist evaluation.,D,3,Neurostimulation therapies have selection criteria and specialist management. The technologist can provide general direction.,Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C140,Live,New tools still need careful selection.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4B: surgical/neurostimulation alternatives.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,3c18391b1e6a40ac,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C141,4,4B,Post-surgery residual symptoms,A patient had upper-airway surgery but still reports snoring and sleepiness. What is the best testing-related reasoning?,Recognize that residual sleep-disordered breathing may occur and objective follow-up testing may be needed if ordered.,Assume surgery always cures OSA.,Tell the patient symptoms are psychological.,Avoid PSG because surgery makes testing impossible.,A,0,Alternative treatments may not fully resolve disease. Follow-up assessment can be clinically important.,Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C141,Live,Treatment history is not the same as cure.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4B: alternative therapy follow-up.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,d82f578b3dea1c26,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C142,4,4B,Weight loss adjunct,A patient with obesity-related OSA asks whether weight loss can help. What is the best response?,Tell them to stop PAP while attempting weight loss.,"Explain that weight management may be an adjunctive strategy, but current therapy and provider guidance remain important.",Promise weight loss will cure OSA for everyone.,Avoid discussing weight because it is never relevant.,B,1,"Weight can influence OSA risk, but treatment should not be abandoned without provider direction.",Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C142,Live,Adjunct means supportive; it does not replace ordered evaluation or PAP management during the study.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4B: adjunctive therapies.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,ce810f8f1330dab8,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C143,4,4B,Alternative therapy limitations,A patient says they will use a wedge pillow instead of PAP after severe desaturations were seen during titration. What is the best technologist response?,Agree that any positional tool replaces PAP.,Tell the patient they must use PAP or no care is possible.,Encourage discussion with the provider and explain that alternatives must be matched to severity and clinical findings.,Change the report to recommend the wedge pillow.,C,2,Alternative therapies require provider guidance and may not be adequate for severe disease. The technologist educates and routes concerns appropriately.,Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C143,Live,A simple tool can help the right problem; it cannot solve every problem.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4B: indications and limitations.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,a584265ba5537e0b,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C144,4,4B,Edentulous oral appliance concern,A patient without sufficient dentition asks about mandibular advancement therapy. What is the best response?,Tell them it will work the same as for everyone.,Fit a temporary device in the sleep lab.,Say no alternative therapies exist.,Explain that dental/oral anatomy affects candidacy and referral to an appropriate provider is needed.,D,3,Oral appliance candidacy depends on dental and clinical factors. Evaluation belongs with qualified providers.,Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C144,Live,The mouthpiece has to have a mouth it can work with.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4B: oral appliance considerations.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,8c747ae10a270bf0,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C145,4,4B,Patient asks tech to prescribe alternative,A patient asks the technologist to recommend which surgery to get for OSA. What is the best response?,Provide general education about categories of options and refer the decision to the sleep provider/surgeon.,Recommend the surgery the technologist has seen most often.,Tell the patient surgery is safer than PAP.,Refuse to answer any general questions about treatment categories.,A,0,Technologists can educate within scope but should not prescribe or recommend a specific surgical plan.,Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C145,Live,Teach the menu. Do not choose the operation.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4B: scope and alternatives.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,fb0ce6b2b373b8a4,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C146,4,4B,Combination therapy thinking,A patient has residual OSA after oral appliance therapy and asks why PSG is being repeated. What is the best explanation?,Repeat testing is only for billing.,Objective testing can assess treatment effectiveness and guide whether additional or adjusted therapy is needed.,Oral appliances cannot be evaluated during sleep.,Residual symptoms are irrelevant if the device is worn.,B,1,Testing may evaluate alternative therapy effectiveness and residual disease.,Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C146,Live,The question is not whether a device is worn; it is whether the airway is treated.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4B/3C: alternative therapy evaluation.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,c34ef3e8f90e31a3,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C147,4,4C,Oxygen after PAP optimization,"During PAP titration, obstructive events are controlled and leak is acceptable, but sustained SpO2 remains below the lab's oxygen protocol threshold. What is the best action?",Add oxygen before addressing obstruction.,Increase CPAP indefinitely even though obstruction is controlled.,Follow the oxygen titration protocol/order for adding or adjusting supplemental oxygen and document response.,Ignore sustained hypoxemia if AHI is improved.,C,2,"Oxygen may be considered when oxygenation remains low after appropriate PAP steps, according to order/protocol.",Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C147,Live,Fix the airway first; then address oxygen by the rule.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4C: oxygen titration practice guidelines.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,45f0a7156f3460b0,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C148,4,4C,CO2 risk with oxygen,A patient with suspected hypoventilation has low SpO2 and rising CO2. What is the best oxygen-related reasoning?,Use oxygen as the only treatment for high CO2.,Ignore CO2 once SpO2 improves.,Turn oxygen to maximum without order or monitoring.,"Recognize that oxygen may improve saturation without correcting ventilation, so follow protocol and monitor ventilation concerns.",D,3,"Oxygenation and ventilation are different. In hypoventilation, oxygen can mask desaturation while CO2 remains a concern.",Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C148,Live,Do not let a better SpO2 number blind you to ventilation.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4C/4A: oxygenation versus ventilation.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,838c846c324432c4,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C149,4,4C,Verify oxygen order,A patient asks the technologist to increase oxygen above the prescribed flow because they feel short of breath. What is the best action?,"Assess the patient, follow oxygen order/protocol, and escalate symptoms appropriately rather than independently changing therapy.",Increase the flow to any level requested.,Tell the patient symptoms are impossible during PSG.,Turn oxygen off to see what happens.,A,0,Oxygen changes require order/protocol and patient symptoms may require escalation.,Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C149,Live,Oxygen use should follow the order/protocol and be documented with the patient response.,v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,"Review Domain 4C: oxygen indications, contraindications, and escalation.",https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,72460b12aeaea54e,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
RPSGT-B3-C150,4,4C,Oxygen safety,A patient using supplemental oxygen wants to use an open-flame item in the room. What is the best technologist response?,Allow it if the flow is low.,Stop the unsafe behavior and enforce oxygen/fire safety policy immediately.,Move the oxygen tubing farther away and continue.,Ignore it because the study is almost over.,B,1,Oxygen supports combustion and fire safety is immediate. The technologist must follow facility safety policy.,Exam,BRPT blueprint + AASM scoring manual + sleep technology core references,,RPSGT-B3-C150,Live,"With oxygen in the room, fire safety is not negotiable.",v8.7.16 Batch 3,Best-Answer/Critical Thinking,Application/Analysis,Review Domain 4C/general safety: oxygen fire precautions.,https://brpt.org/rpsgt/exam-blueprint/; https://shop.aasm.org/products/aasm-scoring-manual-3-bundle-1,v8.7.18-approved-batch3-batch4-expansion,USER_APPROVED_AFTER_COACH_BOB_LIABILITY_TONE_SCRUB,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,ab499316e99bed23,True,v8.7.18-batch3-batch4-approved,Approved,User-approved after Coach Bob liability-tone scrub; ready for master-bank integration.
